static_profile_id	combined_profile_id	comparison	metric	independent_exact_ligand_group_count	static_group_equal_mae	combined_group_equal_mae	combined_minus_static_mae	combined_improved_group_count	combined_worsened_group_count	tied_group_count	bootstrap_repeats	bootstrap_seed	paired_bootstrap_95_ci_lower	paired_bootstrap_95_ci_upper	recommendation_status
static20_ridge	combined30_p512_ridge	Combined30_P512_minus_Static20; negative favors Combined30	exact_ligand_group_equal_MAE	27	0.8844635450921537	0.8181690739107408	-0.06629447118141309	12	15	0	5000	20260812	-0.22970799303381453	0.032701393000981495	NOT_SELECTED_CI_CROSSES_ZERO
static20_random_forest	combined30_p512_random_forest	Combined30_P512_minus_Static20; negative favors Combined30	exact_ligand_group_equal_MAE	27	0.8500584207384796	0.8275287549964815	-0.022529665741998172	16	11	0	5000	20260812	-0.07649443738841108	0.03469405936214092	NOT_SELECTED_CI_CROSSES_ZERO
